sample ID;Latitude;Longitude;Year;season;Month;Day;Date;d15N;d13C;dist;chla_2m;sst_2m;mld_2m;wind_2m;PPv_2m
289;60.19;-7.918;2017;2;6;16;3089;NA;-23.628825;86.09995664;0.986200889;9.797510147;119.0472078;8.191037506;825.4724712
290;62.627;-16.248;2017;2;6;17;3090;NA;-24.08402192;74.20646895;0.727386631;8.724573135;68.07629153;8.794326212;673.7924985
291;62.78;-16.893;2017;2;6;17;3090;NA;-23.55814915;59.14265401;0.497971985;8.595392227;77.55203902;8.759048399;541.5926279
292;60.38;-8.47;2017;2;6;16;3089;NA;-24.222423;95.62224218;1.01734187;9.63341713;60.02640889;8.174508882;821.5338593
293;60.755;-9.595;2017;2;6;16;3089;NA;-25.50346911;116.5272747;0.792933102;9.259332657;69.67976411;8.16566309;708.2267427
294;67.098;-9.873;2012;2;6;10;1257;6.881492015;-24.5350151;145.612255;0.60456086;1.469995141;37.97553398;7.58601449;408.1295189
295;69.083;-8.308;2012;2;6;11;1258;5.044927218;-25.87773556;157.9944906;0.312651739;1.776239038;109.5414421;7.965654175;297.5078943
296;69.402;-8.033;2012;2;6;11;1258;4.729909201;-25.90125215;124.3180568;0.557254985;2.034112453;92.47609118;8.016419217;381.1791011
297;69.718;-7.748;2012;2;6;11;1258;4.405839843;-26.31079688;93.06754632;0.760822854;2.400140285;123.2147356;7.98765317;486.7433277
298;68.123;-9.092;2012;2;6;10;1257;5.16300004;-25.84007659;230.7563978;0.411337154;1.164422631;66.14011715;7.820126102;334.8328353
299;68.443;-8.838;2012;2;6;10;1257;4.915757018;-26.60646121;227.9726958;0.417833789;1.222772241;109.0436402;7.903348677;345.4941424
300;68.763;-8.577;2012;2;6;10;1257;4.703833783;-26.48942598;192.742182;0.443618643;1.60836184;123.8576256;8.016200402;346.14888
301;60.987;-4.175;2017;3;9;22;3187;9.01398065;-23.73814173;71.05463906;0.871477809;12.5637455;21.45051076;7.570977049;786.1789684
302;64.037;-10.402;2017;3;9;21;3186;7.824573971;-23.24901197;103.1349842;1.227525923;10.34984779;14.66389435;7.026991215;813.4579348
303;63.805;-9.86;2017;3;9;21;3186;8.380640912;-23.11262257;139.6039246;1.187343072;10.71129799;15.67450734;7.016706918;838.7515826
304;63.57;-9.327;2017;3;9;21;3186;7.813665442;-22.98143688;129.8106701;1.172113627;10.95949745;17.26547234;7.127504214;823.1242269
305;63.095;-8.283;2017;3;9;21;3186;7.110958849;-22.66501093;59.31618221;1.192796511;11.68688393;19.52684397;7.116745818;913.5223955
306;64.268;-10.955;2017;3;9;21;3186;8.300101664;-23.12329619;66.57802675;1.182679038;10.04589272;14.1786;6.99026274;829.4169569
307;65.498;-6.27;2015;3;10;5;2469;9.770983905;-24.02614894;254.9950687;0.865970188;9.306573868;19.21165279;7.559837753;595.2377869
308;65.037;-9.26;2015;3;10;5;2469;7.446592075;-22.78931528;119.0244188;0.874585357;8.572473526;18.03093663;7.225756127;508.4647903
309;64.912;-9.99;2015;3;10;5;2469;7.697185872;-23.26659776;85.84800598;1.508765005;8.608667374;17.53313469;7.173313505;695.0463943
310;64.783;-10.713;2015;3;10;5;2469;8.075590689;-23.89947118;55.75731699;0.88340986;8.324579239;16.25485935;7.134360412;503.7743963
311;65.807;-3.963;2015;3;10;4;2468;9.256777295;-23.61248216;358.9857433;0.731403523;9.977380753;19.76198659;7.866263615;548.752221
312;65.605;-5.507;2015;3;10;4;2468;10.14492061;-24.17831634;289.8818092;0.81905207;9.466882706;17.33051178;7.674358954;586.0432549
313;71.593;14.778;2010;3;9;10;618;7.191897598;-24.18586481;131.9303137;1.247618718;9.258356094;18.67132505;6.520341675;1016.908892
314;71.26;14.833;2010;3;9;10;618;NA;-24.52732206;112.0192531;1.194495925;9.465082169;18.74136754;6.526403657;986.3500235
315;70.93;14.89;2010;3;9;11;619;7.271862188;-25.43852737;101.7278125;0.909553764;9.711023331;16.08225466;6.436831399;866.7954102
316;60.86;-4.09;2018;3;9;23;3553;7.700067115;-23.87335186;62.29078854;1.140907903;12.35030556;19.60939404;7.843956658;878.8550387
317;54.065;-27.738;2009;3;9;12;255;4.199988147;-22.84949488;889.1906656;0.980906266;12.29128456;20.51244178;9.037542953;860.1749033
318;54.395;-25.528;2009;3;9;12;255;5.161857665;-22.55051505;748.0646027;0.961462058;12.85231972;21.55307297;8.991243355;936.2765456
319;53.895;-28.617;2014;3;9;12;2081;10.92147047;-20.8687658;947.1505015;1.071556225;13.29357338;14.38622593;7.089543893;1006.071162
320;53.168;-32.347;2014;3;9;12;2081;9.262217327;-21.41837004;966.8374648;1.050530638;12.64476967;14.27115614;7.232280051;949.8814261
321;65.283;-8.913;2011;3;9;23;996;7.551072769;-23.29337736;133.4072548;1.034083788;8.423761368;17.06535095;7.212189607;695.6418501
322;65.373;-7.333;2011;3;9;23;996;NA;-23.58429318;206.9794104;0.884928356;8.852136612;16.01971672;7.050461132;674.416469
323;65.447;-5.74;2011;3;9;23;996;8.516374714;-23.74223104;279.9130542;0.717112324;9.560815811;16.41745797;7.056608208;606.5847059
324;65.505;-4.14;2011;3;9;23;996;7.628883473;-23.35648743;327.3601777;0.706824975;10.31804848;17.89335318;7.020207955;633.5996966
325;65.545;-2.533;2011;3;9;23;996;9.075560718;-23.80112616;362.2918166;0.89394974;10.59917641;17.96839869;7.001069761;718.194127
326;65.232;-9.7;2011;3;9;23;996;7.212602992;-24.05779222;97.02896568;1.942709876;8.682275772;18.42867788;7.338502496;1027.851706
327;65.605;-0.602;2011;3;9;24;997;8.19467109;-22.85576187;388.2031442;1.285934061;11.46486855;17.2454602;7.083072647;983.6493225
328;66.12;6.63;2011;3;9;24;997;8.829332223;-23.11092563;147.1470818;1.258762045;12.41146278;12.61765321;7.032980258;1026.367964
329;65.68;0.187;2011;3;9;24;997;9.625939724;-22.42895136;366.9796985;1.158679687;11.77111244;18.39115512;7.12629668;920.4166087
330;65.877;2.577;2011;3;9;24;997;8.608672853;-22.48660242;283.9038974;0.996011235;11.79345131;16.06224252;7.124400285;872.8509377
331;62.188;-29.052;2009;3;9;15;258;7.441176785;-20.82166463;236.4728317;1.668721296;11.37099648;21.42299407;7.395329519;1164.304731
332;55.947;-45.018;2009;3;9;14;257;4.307131064;-25.62630459;395.2871593;0.425999779;8.645410538;16.38743977;6.929031055;408.9666809
333;58.44;-39.242;2009;3;9;14;257;5.597245889;-23.20443483;242.7019235;0.388413164;9.231287003;15.17920692;7.833007813;395.8674982
334;59.395;-36.597;2009;3;9;15;258;4.192025381;-23.34785093;322.861178;0.874679915;10.08065224;15.79207865;7.53260341;727.5550232
335;59.942;-34.937;2009;3;9;15;258;4.330394386;-23.84942557;387.1525965;0.895608267;10.55672646;17.04784033;7.803824397;763.4811005
336;53.127;-51.908;2009;3;9;13;256;9.329935248;-25.37558831;58.84427737;0.36978742;7.738183498;10.83156987;6.188711586;350.9013252
337;53.328;-51.465;2009;3;9;13;256;8.568455616;-23.58197494;95.1486918;0.408846093;8.431451797;12.3850121;6.457197387;382.2253972
338;54.313;-49.187;2009;3;9;13;256;8.225956972;-22.47549119;258.7892675;0.894867268;9.696893692;13.81587999;7.099110963;739.1874932
339;55.437;-46.31;2009;3;9;13;256;4.490165538;-25.05906064;460.0312107;0.365807625;8.854730606;13.92094372;6.988439283;367.2378047
340;52.288;-52.34;2009;3;10;10;283;10.05076897;-24.05570884;51.83610353;0.424777996;7.292779446;11.47195829;7.380365016;309.9472058
341;52.425;-51.842;2009;3;10;10;283;9.669317827;-24.52227464;58.0698161;0.482583193;6.996270657;12.68769569;7.335815936;325.6174313
342;52.56;-51.342;2009;3;10;10;283;9.071705424;-24.0660459;81.2850801;0.396174564;7.350640774;13.24553405;7.473539614;280.0472894
343;52.008;-53.327;2009;3;10;10;283;9.058477381;-24.14917546;51.90337705;0.478899806;7.269494534;11.98727085;7.529616993;333.2368142
344;61.867;-29.865;2010;3;9;15;623;7.747004906;-21.69960355;290.3338392;2.030475509;12.21492958;15.5969603;7.202136281;1317.018856
345;62.273;-28.737;2010;3;9;15;623;8.859830921;-20.98397508;219.3903818;1.849371963;12.34212685;16.02722128;7.164354253;1273.107707
346;62.67;-27.578;2010;3;9;15;623;7.78741609;-21.61073952;150.2474503;1.917737367;12.22411537;15.81209079;7.153863297;1275.52715
347;63.058;-26.388;2010;3;9;16;624;8.206139646;-21.69545321;89.81936417;1.789865534;12.34768105;16.20232749;7.187803909;1247.922058
348;63.248;-25.78;2010;3;9;16;624;8.095803184;-21.41534398;64.27690189;1.562785992;12.35540199;16.42496253;7.327703579;1156.443903
349;56.132;-44.582;2010;3;9;14;622;5.482206538;-24.21874692;374.3614457;0.588555057;10.43523598;12.07482396;6.634518445;566.2994718
350;57.622;-41.297;2010;3;9;14;622;5.898269736;-23.60319751;244.3300352;1.183113489;10.39901161;12.87030646;7.14857122;897.0207113
351;58.233;-39.805;2010;3;9;14;622;5.541168749;-23.55078812;236.0690921;1.177940878;10.44426918;12.81527308;7.28349893;882.3985173
352;58.827;-38.262;2010;3;9;14;622;4.944635888;-23.74467559;262.4768437;1.356011314;10.92376137;13.72332385;7.242418471;992.9219309
353;59.212;-37.205;2010;3;9;15;623;6.455353986;-22.69654206;297.9613947;1.411244531;11.07692909;14.31618345;7.124177418;1036.178959
354;59.773;-35.575;2010;3;9;15;623;6.952447192;-21.76462302;361.7618241;1.682950735;11.40444374;14.53381545;7.076917466;1144.503047
355;60.135;-34.458;2010;3;9;15;623;5.67242647;-24.72749782;400.187205;1.6738234;11.62163734;16.70012943;6.978280602;1208.328425
356;56.782;-43.205;2010;3;9;14;622;5.680679121;-23.9418515;305.7431805;1.127194732;10.3616581;12.50508493;6.807057994;852.0522232
357;54.96;-47.623;2010;3;9;13;621;6.598031466;-22.93477587;377.3533151;1.048976357;10.60000038;11.94724658;6.586557475;841.4767405
358;55.518;-46.167;2010;3;9;13;621;5.776273068;-24.90724457;449.8820261;0.91386149;10.68444252;11.91722837;6.505215087;771.6573815
359;53.178;-51.765;2010;3;10;9;647;8.096319063;-24.2709138;69.14964636;0.741452774;8.80654335;16.21233356;7.812564834;511.6527565
360;53.382;-51.323;2010;3;10;10;648;9.115343676;-22.78650389;106.3351125;1.073680265;9.953302383;16.09976528;8.183257423;669.7256109
361;54.565;-48.582;2010;3;10;10;648;6.73533267;-23.81150878;303.9972324;1.014425467;11.09639931;21.50554414;8.688026776;714.6679993
362;57.31;-42.025;2011;3;9;21;994;4.485949816;-24.78567886;261.0852543;0.581378343;9.076562881;18.40116119;8.766362487;500.1646663
363;57.927;-40.553;2011;3;9;21;994;4.568975607;-24.17636299;235.782613;0.589566542;9.310358047;20.89767544;8.74070037;485.8784231
364;58.525;-39.032;2011;3;9;21;994;4.676562123;-24.22430853;246.0564816;0.673848292;9.329523087;21.23788179;8.220626135;559.6430946
365;56.247;-44.367;2011;3;9;20;993;4.084092236;-25.2029706;361.5456917;0.937892225;9.35997963;18.42617636;7.953368128;646.7555288
366;59.482;-36.38;2011;3;9;21;994;5.167148787;-23.35095815;331.1688983;0.750415633;9.910333633;22.86136651;7.74758088;637.4300198
367;60.028;-34.718;2011;3;9;21;994;5.406940127;-23.17343444;392.7034397;0.578393793;9.980981827;20.31232039;7.538665392;523.7624761
368;56.463;-43.91;2011;3;9;20;993;4.593456303;-24.77583329;337.3612498;0.530309115;9.064386368;17.8533289;8.019944567;465.810495
369;53.17;-51.737;2011;3;9;19;992;7.886245766;-25.09516986;69.63197333;0.585023044;8.742609024;11.48946891;6.883979512;491.5802002
370;53.775;-50.398;2011;3;9;20;993;6.102412692;-24.61777783;169.6005843;0.792952855;10.27834511;15.00410071;7.497755122;654.6818683
371;54.365;-49.022;2011;3;9;20;993;8.214357863;-21.67105163;270.6955873;0.8583902;10.42229652;15.76456196;7.613102956;705.4695801
372;61.778;-30.258;2012;3;9;18;1357;7.597608165;-21.6341923;310.2306479;1.134213286;12.21358681;19.16662548;7.863966059;995.2715585
373;62.182;-29.128;2012;3;9;18;1357;7.376518038;-22.27695641;239.06276;1.191717926;12.23949623;20.27729915;7.805453352;1026.348419
374;62.575;-27.967;2012;3;9;19;1358;7.585688059;-22.65854567;169.7106455;1.16299814;12.18050575;22.2084705;7.860914808;997.9674615
375;62.958;-26.773;2012;3;9;19;1358;7.426847362;-23.05628042;104.9244163;1.12970059;12.37838173;21.04526496;7.769652814;987.2584676
376;56.735;-43.39;2012;3;9;17;1356;8.325299224;-23.82578296;309.9949164;0.643813323;10.06505775;14.34870318;8.008797167;586.7959023
377;57.962;-40.46;2012;3;9;17;1356;5.664736928;-23.90138389;235.2137677;1.005989552;10.31130409;15.89213934;8.566868192;810.9583811
378;58.548;-38.923;2012;3;9;17;1356;5.680003547;-24.02915729;249.0107199;0.761444062;10.57918739;15.99720307;8.309396071;708.8054454
379;58.928;-37.868;2012;3;9;18;1357;6.504117524;-22.4682195;276.8434689;0.858363761;10.59752846;16.89774929;8.272221862;726.6625604
380;59.483;-36.242;2012;3;9;18;1357;5.558302749;-23.70652183;338.0897788;1.128508591;11.0404911;17.33051178;8.313598126;891.7356898
381;56.098;-44.782;2012;3;9;17;1356;6.063627898;-23.60195146;378.1257872;0.478984213;10.52721596;13.86340882;7.641812273;492.3442421
382;53.143;-51.813;2012;3;9;16;1355;8.393971869;-24.35872219;64.19694469;0.329547536;9.456079483;10.61393786;5.771354707;355.7644239
383;55.08;-47.185;2012;3;9;16;1355;9.47586659;-22.64811834;407.7851797;1.394255884;11.48919106;12.93034287;7.064351822;1013.651888
384;55.182;-42.495;2014;3;9;28;2097;7.313586158;-22.36158708;487.7759641;0.778077951;10.96749306;21.19785752;8.165837331;595.0164113
385;49.233;-50;2014;3;9;30;2099;7.925773264;-24.11467775;69.85338757;0.283347207;12.04165077;10.97915939;7.491316293;359.4708191
386;50.568;-48.452;2014;3;9;30;2099;7.162431312;-23.21827995;250.8345396;0.450759281;12.06752968;13.11295363;7.901436074;461.200901
387;61.002;-31.815;2015;3;9;26;2460;3.748014831;-24.46662759;430.5539466;0.600157032;9.514429092;21.77320649;8.179549728;500.4774217
388;60.58;-32.872;2015;3;9;27;2461;4.62509067;-24.27751519;429.3877093;0.653449774;9.353906631;23.56429287;8.23328903;530.9245555
389;60.148;-33.902;2015;3;9;27;2461;4.057398797;-24.3956927;426.4084475;0.390832782;9.129022598;21.53306083;8.065259498;382.4313022
390;58.998;-36.235;2015;3;9;27;2461;4.130948755;-25.00551845;358.1760752;0.506651968;8.755060196;22.22097809;7.880523048;433.9359979
391;58.25;-37.508;2015;3;9;27;2461;4.391032236;-25.51187671;335.2805565;0.379028167;8.661310196;20.25978853;8.036529921;347.6885986
392;57.495;-38.77;2015;3;9;27;2461;4.066909181;-24.76991744;337.5087587;0.301558498;8.445886612;19.4017681;7.955503598;289.5737991
393;55.757;-41.598;2015;3;9;28;2462;5.028722577;-24.49825654;436.2384582;0.289441851;9.016870499;18.8664434;7.757249254;297.5273701
394;54.983;-42.713;2015;3;9;28;2462;5.826274507;-22.88747095;508.0083016;0.355933645;9.259149551;16.62508391;7.658592129;335.7220403
395;54.2;-43.785;2015;3;9;28;2462;4.277454983;-24.34980315;589.5280058;0.596178608;9.814416885;15.85461658;7.673759239;508.5051662
396;53.672;-44.477;2015;3;9;28;2462;6.084712944;-23.0517902;544.2949668;0.675654467;10.25850868;15.26926154;7.781112228;561.0667305
397;52.873;-45.483;2015;3;9;29;2463;6.62767159;-23.39888674;472.7378953;0.753187146;10.78063393;17.20543592;8.046660237;648.9829276
398;57.012;-39.622;2015;3;9;27;2461;4.336354137;-24.22160664;351.9398653;0.339672691;8.501947403;18.61128864;7.875255284;314.6195323
399;50.083;-48.953;2015;3;9;30;2464;NA;-24.06439422;186.5289476;0.554314298;9.880334854;11.32186725;7.041846311;471.7880804
400;49.287;-49.887;2015;3;9;30;2464;8.545061326;-24.51509277;77.65272331;0.472367365;9.925256729;11.68708878;6.71086051;387.4798846
401;58.12;-33.928;2016;3;9;10;2810;7.483625054;-23.6490299;521.2509671;1.235123241;10.25573158;12.2549332;7.135328871;936.1396606
402;57.853;-34.305;2016;3;9;10;2810;6.260410498;-22.32931118;517.0366457;1.29218595;10.19228554;12.2399241;7.105229675;948.7117432
403;57.047;-35.407;2016;3;9;10;2810;5.897142259;-22.7518192;515.8450564;1.355676025;10.14559364;11.85218892;7.093705427;954.0826518
404;55.197;-39.185;2016;3;9;10;2810;6.9360123;-22.52098283;542.8227029;1.508254568;10.1430912;11.80215857;7.338303942;1063.923659
405;54.75;-40.047;2016;3;9;11;2811;6.618318269;-23.308693;569.9424256;1.285890913;10.38866615;12.19739831;7.37679104;944.7888428
406;54.298;-40.892;2016;3;9;11;2811;6.236740508;-23.27190616;603.3548609;1.291907907;10.67263222;13.1229597;7.243990696;960.6288896
407;53.608;-42.122;2016;3;9;11;2811;8.245597647;-21.7955646;665.5731944;1.343365766;11.53505898;11.67458119;7.208660205;996.8757629
408;52.67;-43.702;2016;3;9;11;2811;8.195358488;-22.6615158;593.6794006;1.045116317;12.37047768;12.06231637;7.276650836;978.2925537
409;52.193;-44.467;2016;3;9;11;2811;7.962710623;-21.89457917;548.3499451;0.708956112;12.843256;13.09043998;7.326188084;742.0637984
410;51.712;-45.213;2016;3;9;12;2812;7.552801317;-21.95005964;493.2391717;0.500873568;12.84243202;12.9928808;7.324255219;613.3162319
411;49.058;-49.308;2016;3;9;13;2813;9.170067731;-23.9072549;79.01963214;0.393060143;10.90578651;10.62144241;6.413754538;437.3587952
412;61.682;-28.042;2017;3;9;15;3180;5.193197418;-22.91709715;255.641745;0.97775824;10.56325722;15.83210293;6.495834414;784.6072832
413;61.21;-29.002;2017;3;9;15;3180;5.184370121;-22.94241811;327.5751451;0.808606076;10.32030678;15.71703313;6.569733046;693.5804413
414;60.91;-30.232;2017;3;9;15;3180;5.165112705;-22.97239608;388.4821376;0.68125328;9.899316788;15.34430706;6.501017084;611.4623528
415;60.598;-31.44;2017;3;9;15;3180;4.914426367;-23.40508147;453.4620206;0.607626763;9.668359756;15.64448913;6.536785205;553.0830282
416;60.25;-32.59;2017;3;9;16;3181;6.179704313;-23.70151802;468.2658571;0.458943918;9.606409073;14.82899449;6.380425797;423.2491131
417;62.647;-26.07;2017;3;9;15;3180;6.027968136;-22.39639786;108.0118733;1.250487008;10.96410561;15.80958927;6.465184129;952.1279114
418;59.848;-33.63;2017;3;9;16;3181;4.09436316;-24.00851513;455.1676859;0.58747034;9.624902725;14.55382759;6.359986871;531.341451
419;58.48;-35.445;2017;3;9;16;3181;4.396014982;-24.02409802;423.8026837;0.27625296;9.454889297;14.80648084;6.387675052;316.730423
420;62.408;-26.575;2017;3;9;15;3180;4.934822524;-23.21795423;145.118034;1.023241945;10.83706093;15.48439202;6.483933318;846.767567
421;61.925;-27.56;2017;3;9;15;3180;5.427367413;-23.06768759;219.4121624;0.750978001;10.57195473;15.23924333;6.489034946;642.413784
422;56.21;-38.103;2017;3;9;17;3182;4.454524392;-24.26897184;476.2185833;0.327737457;9.389184952;17.13789495;7.361287604;341.3149137
423;55.733;-38.918;2017;3;9;17;3182;4.407014841;-24.0353307;497.0214994;0.467006534;9.470178604;16.22734266;7.361360542;442.3575287
424;55.268;-39.758;2017;3;9;17;3182;5.678754137;-23.79142999;522.1206875;0.643730914;9.640314102;15.86212114;7.410294022;552.3674825
425;54.795;-40.58;2017;3;9;17;3182;6.772095903;-22.96594041;554.6189779;0.892627001;10.03490639;14.95156884;7.405427418;708.1534271
426;54.318;-41.382;2017;3;9;17;3182;5.786955133;-23.1135106;594.9219422;0.693162316;10.29454994;13.99849075;7.428317881;611.7776123
427;56.742;-37.377;2017;3;9;16;3181;5.077080546;-23.97414978;455.2267586;0.45707125;9.487360001;17.38054213;7.397201601;447.2414614
428;61.525;-28.757;2018;3;9;14;3544;3.397773896;-23.96482024;291.7410186;0.860650981;9.370965958;19.36424534;6.610813505;698.6361237
429;60.34;-31.168;2018;3;9;14;3544;4.632275863;-23.27476512;470.3692428;0.736828215;8.985712051;18.28108836;7.339904532;611.3652344
